Instance,Income
112242,533136.9494070907
112243,863716.4973379411
112244,382281.3935210065
112245,133873.35044086212
112246,528397.0930854182
112247,127115.43284299927
112248,1907074.410672541
112249,279904.4130589917
112250,276537.92828647513
112251,575095.899707297
112252,258522.93100759285
112253,85157.95208646472
112254,93599.35714032751
112255,852830.3890243256
112256,646723.6220737136
112257,233661.7541012995
112258,98044.88412149476
112259,1082927.6460364056
112260,975831.9278704156
112261,118489.1559177474
112262,165368.51940569884
112263,1411538.277042553
112264,73830.59482943227
112265,702558.3206850035
112266,399420.0755390825
112267,802360.0100098021
112268,1042818.9384787813
112269,448689.86899883306
112270,248693.23256198535
112271,445875.035770248
112272,169249.29794972262
112273,444401.9677506503
112274,79957.58746370421
112275,2085396.1896241752
112276,57294.50938728205
112277,280625.4067319956
112278,406064.40276932326
112279,181257.5726340434
112280,35765.96311031677
112281,687575.4407665015
112282,979568.8385467456
112283,183481.2766841333
112284,1318534.5005864515
112285,862599.4250042125
112286,621463.9271242636
112287,28161.31014014621
112288,791901.9402008044
112289,100845.80312618356
112290,93791.46316862824
112291,112330.21556019307
112292,129969.55333021775
112293,201806.94315758572
112294,503952.8760345421
112295,222728.38915709307
112296,1339571.034163793
112297,125864.51178897286
112298,2233555.387381776
112299,1922760.8953631688
112300,577509.1501238672
112301,276452.56640336424
112302,396320.20512109366
112303,91571.95069106962
112304,45383.55550484744
112305,714703.0465952555
112306,961608.1257070787
112307,681289.7577979122
112308,36348.23988359509
112309,812594.8688849184
112310,183591.30316480613
112311,126582.78054167393
112312,1204677.6059752777
112313,29683.961204373434
112314,124887.4935536442
112315,4011047.4142839187
112316,290640.6702788514
112317,546166.2508172006
112318,738098.3912756351
112319,14296.306082177549
112320,501294.97380385955
112321,407314.1037589264
112322,396067.8545006366
112323,98149.9395567935
112324,1645968.5191587482
112325,48634.17908593043
112326,85139.69934065599
112327,368956.77141998906
112328,25650.48560481276
112329,622869.4992708914
112330,503923.59253858315
112331,88693.08723763369
112332,352187.85338872345
112333,19868.958201351303
112334,57536.33248077353
112335,610195.6526548964
112336,867295.9199934525
112337,2641183.4180014413
112338,205697.74294257074
112339,641908.8186154821
112340,949447.7859816728
112341,897252.6153194966
112342,42286.578749233406
112343,1983272.512123469
112344,790224.2899209205
112345,567647.1018712854
112346,41377.65927841015
112347,207524.92588182763
112348,363959.3664622237
112349,53832.768848083426
112350,140812.0146725911
112351,913921.8922233129
112352,28094.60289097826
112353,91943.79972192671
112354,1621250.9262645359
112355,640374.5999341867
112356,25394.35508462978
112357,668198.4262730448
112358,16362.812271192555
112359,551056.9085304443
112360,146840.91687776908
112361,636597.7400140582
112362,783264.7409177059
112363,52778.24898846022
112364,74096.31823702421
112365,101743.9308761382
112366,36764.42799851543
112367,385235.00991418
112368,138750.01137768105
112369,456594.33301665325
112370,1607120.1739700194
112371,603029.5037110162
112372,301252.78279511345
112373,137467.80252480425
112374,678637.4958114944
112375,235811.0084012575
112376,1025056.36581718
112377,313564.07674274285
112378,48754.76091448
112379,168913.19222018888
112380,119236.0729418352
112381,76923.96447383429
112382,91330.84473178735
112383,48672.88058147083
112384,819782.3544061837
112385,367324.4157868574
112386,256559.3177637145
112387,496344.5681363013
112388,1114177.1377560468
112389,236379.43087291266
112390,930107.6806320169
112391,542000.1259881511
112392,200860.68659479206
112393,806274.8884378009
112394,1321738.0362162772
112395,67055.18733702754
112396,884529.4563366699
112397,43953.27842530489
112398,800048.7943306487
112399,1933040.685715301
112400,54070.893698848864
112401,211831.14005983446
112402,136164.43200312546
112403,138115.2092104208
112404,2298602.104937317
112405,906708.5072844088
112406,346267.95704571897
112407,621219.9371589082
112408,429154.2070406213
112409,1130519.3897996016
112410,396257.0553689989
112411,553546.255178076
112412,585242.2722636282
112413,48325.093543970506
112414,1613098.6886509187
112415,66102.70398842107
112416,345513.9753893923
112417,41054.39474595495
112418,1009456.6735588502
112419,29352.85242792276
112420,29745.910986435083
112421,457476.4530934449
112422,1267781.7227814023
112423,70802.35010265013
112424,68802.28101170271
112425,44488.93919662005
112426,120673.59657073775
112427,58129.355426336806
112428,17665.097557475714
112429,261006.90439689136
112430,935821.6750075169
112431,49379.47064635795
112432,676627.6547190354
112433,1212483.569028446
112434,561280.6332059782
112435,681351.3940263253
112436,47108.707268860955
112437,801458.6251218807
112438,11002.810181542061
112439,33113.55151437429
112440,76162.30272205161
112441,380676.18179254327
112442,708811.3502299255
112443,58769.118259809766
112444,188618.9112919334
112445,52947.068689174404
112446,284104.79395061487
112447,1420227.5570208726
112448,720752.0642433816
112449,77064.57003016592
112450,481002.0822281383
112451,40340.90374309218
112452,849812.2353401544
112453,140485.87643248122
112454,105293.32811010604
112455,41758.03083864625
112456,2199800.5364683657
112457,1041158.3132195885
112458,619488.6743303324
112459,304273.63023765275
112460,44808.444778976365
112461,1340273.125384455
112462,833044.0828705663
112463,958170.8069608168
112464,201229.13160188447
112465,554228.6682856323
112466,117568.9451220216
112467,21789.647230697712
112468,832227.2330697313
112469,351446.78853275697
112470,412306.3411716935
112471,1152769.7293704685
112472,29199.86034148533
112473,3339013.482305504
112474,36074.77679112369
112475,14994.476033906316
112476,25777.378888114858
112477,140640.58621896888
112478,12664.517865533471
112479,866257.9758791012
112480,804909.3614299509
112481,825041.8908879238
112482,77604.71722487018
112483,67076.90834444958
112484,565649.0590638847
112485,87857.88188914883
112486,13612.096482522042
112487,147575.316693909
112488,166523.02371182866
112489,291538.8585225208
112490,1054546.2173008218
112491,313605.375219942
112492,682603.171899601
112493,1036774.2134637723
112494,134712.92132580778
112495,115678.74692784813
112496,50152.82897912122
112497,1136852.113198714
112498,26081.63250444059
112499,956506.3203613202
112500,815592.0657946144
112501,327132.93948736164
112502,758325.0586148605
112503,56891.46823928101
112504,151381.14592423956
112505,21039.118695392262
112506,1072417.371844663
112507,255694.43416086969
112508,1679215.5462090613
112509,327132.255046035
112510,30213.980331968232
112511,45401.61650284293
112512,12508.816268172737
112513,43918.67359970103
112514,316314.10740703536
112515,1807255.534808572
112516,94828.0550607568
112517,21153.975724355856
112518,744381.1747407827
112519,354383.14243274776
112520,257686.3331657729
112521,687078.2109214725
112522,77003.64273724316
112523,241725.6143863857
112524,45073.67548674194
112525,189317.80403220648
112526,44526.808162839334
112527,736279.870192555
112528,21554.44334681885
112529,26351.329029256984
112530,251983.59956390108
112531,95829.68672960249
112532,49079.923188714645
112533,596560.3807176516
112534,934924.4533867588
112535,353593.16221953026
112536,216522.02244799942
112537,887594.6241822257
112538,426314.6098648781
112539,25239.585086101735
112540,70280.22371931786
112541,242498.37866658802
112542,57302.33834572466
112543,39251.82647173561
112544,1333475.2019008421
112545,764205.0033098131
112546,871277.4889987952
112547,199960.44952919023
112548,930393.3074146749
112549,414893.2236169179
112550,53292.47899583333
112551,706983.9100772189
112552,32049.69396776512
112553,441759.10902106046
112554,2168101.3075276148
112555,337748.6976645254
112556,118893.56894413635
112557,102122.70811784457
112558,2128368.9441782455
112559,21831.37071161746
112560,246037.72956802606
112561,208917.28548264227
112562,275956.1298202564
112563,622541.8072493725
112564,131228.96651862192
112565,79646.59451932972
112566,421290.9230382188
112567,39007.2867899673
112568,214299.31668347013
112569,36136.705444200335
112570,35622.33700263472
112571,240747.50513088566
112572,1090488.7288361923
112573,225086.9389390037
112574,97517.82172897273
112575,342918.2070254684
112576,40489.32870389596
112577,653908.4420769756
112578,33055.77958885038
112579,105041.70034255096
112580,358279.3336626862
112581,1278529.7865573394
112582,275181.77134334674
112583,13563.62997143762
112584,238545.72147102898
112585,36458.59843318983
112586,703444.201954159
112587,1772426.9943977448
112588,85748.07783675872
112589,379565.51294261287
112590,794015.4842049195
112591,87067.42914265087
112592,1172497.0455101004
112593,13631.335127168413
112594,115753.93169301885
112595,30086.14376087592
112596,1461656.844950194
112597,977358.7993756131
112598,132580.00025955812
112599,251465.37900835337
112600,1038217.747014132
112601,272124.99363493186
112602,508978.6689982552
112603,20960.74919572331
112604,3475154.4858995206
112605,17798.029858159938
112606,84279.15554121094
112607,879164.8149413788
112608,142490.09179030766
112609,787056.7957877297
112610,32997.73023669147
112611,631940.2368019194
112612,249522.49346016327
112613,38427.26893948527
112614,46842.04850403304
112615,327322.151098633
112616,48872.876380557616
112617,8695.127127236658
112618,405014.8255731575
112619,2471486.0648749303
112620,116035.67111030206
112621,246514.9536325912
112622,376072.12125232094
112623,911974.2375043852
112624,663191.3292305421
112625,320970.90577905724
112626,448463.23190015147
112627,428380.10453812405
112628,572015.1729511239
112629,73047.02189636885
112630,725286.4458852404
112631,2139418.9837583546
112632,49026.696379694804
112633,27823.291076049867
112634,71672.1307070353
112635,19395.2588449584
112636,1266517.5477590566
112637,664660.4299788219
112638,39290.03655769175
112639,67792.37884222734
112640,51770.88186197786
112641,517404.6232921787
112642,1081128.0842543256
112643,474756.5755516542
112644,373291.2687549496
112645,334826.17073271977
112646,335796.31833580503
112647,94152.41722872863
112648,612083.37038563
112649,482225.69988449797
112650,94460.0376914192
112651,228784.18407338212
112652,1733954.748506663
112653,810948.8022764236
112654,2678490.919991613
112655,366377.38938068674
112656,254213.9797259993
112657,37416.274691403385
112658,608353.803811288
112659,390152.1456897512
112660,1267606.324845853
112661,37261.851526367565
112662,98777.50858942993
112663,372245.2871661233
112664,1045562.13704292
112665,117437.28170741453
112666,1149598.6025213595
112667,10158.094949981796
112668,525107.5127773283
112669,937446.8174333472
112670,577077.8277233593
112671,438855.3667514854
112672,1711417.9499017103
112673,535030.3342858743
112674,428787.70633340563
112675,46193.25625793638
112676,43462.799214397455
112677,48624.64777713748
112678,185857.7511076629
112679,1461393.2913513398
112680,223746.05388840934
112681,190902.6604683424
112682,20110.07033897579
112683,584264.2747394297
112684,504587.9902058178
112685,468953.8831710566
112686,113705.24120612913
112687,33990.62323915125
112688,734786.8268665632
112689,1446114.7747861496
112690,435750.0754982449
112691,232149.17936726
112692,33548.80760767004
112693,559811.7082411497
112694,541795.129849922
112695,35994.11738460911
112696,137458.9365351384
112697,709299.5526111132
112698,1894561.106607764
112699,1343143.829755563
112700,1345026.6185430768
112701,939487.4033488402
112702,1211504.2604303362
112703,31387.629574946557
112704,467885.039711776
112705,60813.39293079187
112706,73039.19883090295
112707,154690.02949388756
112708,124003.00493505115
112709,477824.45621015935
112710,756805.3018844742
112711,17112.299322921914
112712,543243.6257550478
112713,967912.0455082995
112714,60985.866665579415
112715,307907.1762149242
112716,112307.08165451213
112717,1533934.567412627
112718,27571.76106631134
112719,819595.6301050491
112720,117866.44907156135
112721,822567.2508685068
112722,712232.4204360014
112723,123138.01392410632
112724,51596.853510992805
112725,324164.5119039401
112726,100653.23045289217
112727,301620.85193098604
112728,88887.25510690088
112729,194035.2404978404
112730,608861.3060577114
112731,95789.30096976923
112732,17177.361891553894
112733,1697696.364748389
112734,751266.1628724155
112735,9927.509492078496
112736,25277.95652893052
112737,49880.26743975017
112738,1214102.579971934
112739,789805.1983642189
112740,527874.6370079234
112741,816004.9617627466
112742,1036020.3537049913
112743,692240.6758283189
112744,1443408.577513607
112745,245445.84605736184
112746,229248.48838483013
112747,931904.4188753258
112748,1786479.8264310346
112749,1019608.322047325
112750,425115.8346791209
112751,33485.329570567694
112752,110159.63908600855
112753,25481.710588946495
112754,3300782.5727166077
112755,40392.19140210332
112756,307103.66712567874
112757,909603.5064534422
112758,326829.348463831
112759,54272.92677536832
112760,346912.251206783
112761,1793931.5939168888
112762,580790.5132218866
112763,1421303.2943333462
112764,560193.0248950213
112765,80615.239481958
112766,1240593.239747465
112767,494338.9433028403
112768,351248.59460320824
112769,2102391.379262275
112770,819772.8611106884
112771,217953.16885965905
112772,298571.9766970444
112773,1518131.5700319782
112774,405272.6460867099
112775,428688.9645078809
112776,22411.800253447782
112777,393506.24463606905
112778,750815.1365223009
112779,258080.18608523865
112780,155945.34381693648
112781,1104903.3897524544
112782,9313.857542637563
112783,2098293.8266617125
112784,72776.47367493848
112785,430457.524951185
112786,81680.14805534024
112787,872063.5647544245
112788,15444.300029770815
112789,979307.9431376344
112790,134003.04952953075
112791,37303.25514420373
112792,119543.3496256788
112793,192550.24971513703
112794,739366.9415096797
112795,58225.591588490184
112796,128390.87114180447
112797,429813.41368244303
112798,40333.13518419677
112799,26610.87106795438
112800,515285.82191325095
112801,191838.07676797788
112802,1187495.6654655528
112803,1500778.5264745648
112804,815265.8768644431
112805,1039814.2852072952
112806,13594.250082830476
112807,95429.26165579876
112808,637692.5307006582
112809,415250.7466969271
112810,545279.2505473596
112811,39823.33735751967
112812,71379.99470256345
112813,865894.5086981772
112814,456213.8128717349
112815,215355.75147162352
112816,339561.24033739616
112817,534805.6370860953
112818,2391864.2449732483
112819,196211.187242658
112820,78894.07730144654
112821,123171.43669283227
112822,28607.956178292607
112823,314117.3737975229
112824,461279.7373956682
112825,50094.02214328238
112826,808415.936765375
112827,413649.46167845797
112828,161865.34964711973
112829,390597.3026964775
112830,44094.955389096525
112831,563922.5039623403
112832,74521.1014553162
112833,230590.56865170767
112834,510995.2176373656
112835,372034.043319989
112836,191280.39289506487
112837,750758.3572120351
112838,1002950.7864895216
112839,543094.404658901
112840,129108.6222630877
112841,69214.38000302807
112842,113515.89423377295
112843,66626.40376262831
112844,715566.2980737486
112845,2430986.3652954157
112846,350849.92561517877
112847,1357149.2518684021
112848,124842.25333627618
112849,79552.44075520903
112850,193364.13725431683
112851,35316.35799200409
112852,183868.42587626094
112853,50599.11041611122
112854,505009.68446703686
112855,493600.7926890505
112856,566395.5413258296
112857,6482.1803608910095
112858,463974.5164859007
112859,256496.97246072453
112860,20257.663201499843
112861,38110.08790906254
112862,16850.650988521018
112863,66526.71405944857
112864,545964.3184410558
112865,46882.51610748959
112866,63204.400164522725
112867,251162.25610462113
112868,65056.991371870994
112869,255852.80392429282
112870,361355.3677078863
112871,275757.6550345664
112872,13865.830765341101
112873,421752.95443056274
112874,18476.23027453481
112875,132506.40859037975
112876,55228.953732712864
112877,16505.612684134747
112878,370846.189776968
112879,166889.28442284212
112880,612762.0824141968
112881,146241.39712115205
112882,90341.64243745836
112883,148324.991309536
112884,274739.00157658703
112885,62703.2896898386
112886,1064370.7957531074
112887,215252.38072976322
112888,77889.43829927995
112889,43843.04890806277
112890,731405.4828376377
112891,201939.57982726808
112892,1213190.0369041737
112893,276793.99978979013
112894,1172390.3239381078
112895,74928.85923264278
112896,351190.7774908579
112897,580614.2644306619
112898,703196.5280660032
112899,568558.8931262743
112900,506143.5267213248
112901,1414238.6081345347
112902,253850.5869718025
112903,985516.8024374952
112904,224685.8555479768
112905,39812.205766458006
112906,1055900.5065704666
112907,178838.1924328804
112908,22407.0981947011
112909,136696.81206334682
112910,20098.81536389756
112911,69913.52583843394
112912,73607.75580984965
112913,32161.145943649088
112914,451643.2710108856
112915,14666.976752331191
112916,119122.0520811175
112917,12046.023893751446
112918,2778841.505676374
112919,255902.66452362013
112920,541303.5459757504
112921,112670.13106013347
112922,626345.313607677
112923,455746.45855616115
112924,1036761.293102792
112925,41081.579347216764
112926,74861.77560375875
112927,433898.7863451739
112928,737514.6244777987
112929,549339.1971460873
112930,966193.2980773344
112931,201747.21453909762
112932,525477.7887278601
112933,127661.17632902744
112934,843736.6097014366
112935,3790844.748459306
112936,476735.64770602656
112937,679857.4657022199
112938,494742.2906242206
112939,528744.9945848121
112940,424683.1099196078
112941,30507.42881393708
112942,20827.54388387305
112943,56780.622486213564
112944,487999.8936612772
112945,105656.3925587558
112946,602049.7826660445
112947,48165.29391057663
112948,305528.8733933559
112949,23409.749144929083
112950,827816.9604282734
112951,34062.29520102979
112952,103643.2398852252
112953,1024252.8990031119
112954,62501.51372836048
112955,183732.32068490208
112956,15820.16254703838
112957,42562.04302543668
112958,481552.44641835365
112959,1883586.7269057925
112960,513570.8623241104
112961,6160223.348441618
112962,104045.72883020928
112963,337525.9635149218
112964,179667.94510869274
112965,597942.2957596811
112966,687926.0716464178
112967,30996.128042737822
112968,236833.3235908197
112969,1241236.8293793984
112970,408420.2017006833
112971,104417.88480560694
112972,863498.5496351715
112973,1764304.0757384894
112974,521879.29790277523
112975,160486.60276041407
112976,1038755.5515236184
112977,224374.61839102188
112978,740943.6898900893
112979,397539.0932265753
112980,81369.24674453077
112981,1169727.2400979665
112982,582292.9810391706
112983,6104147.162969423
112984,17187.113087211295
112985,9394.730040119595
112986,62727.321964781026
112987,311876.5250740295
112988,282894.9841709856
112989,952414.0521913245
112990,64120.13360021336
112991,358995.2356550521
112992,13492.409809360992
112993,644572.3844026098
112994,180292.50424220762
112995,369840.29100593436
112996,341979.7333707988
112997,29905.849781947516
112998,1721289.933401034
112999,218430.4037789079
113000,461658.9083744086
113001,128993.33107279034
113002,478940.7410482707
113003,139823.6850048303
113004,18599.824519493373
113005,18776.306600954544
113006,1653036.052012587
113007,142041.0354198467
113008,237270.39338049485
113009,54280.090367395496
113010,247105.30075486162
113011,671504.2172831343
113012,16636.563366646777
113013,1268581.3550902973
113014,291543.47379162186
113015,326991.18979993224
113016,959841.0678162592
113017,268090.4874987445
113018,823319.6628592769
113019,585826.335630017
113020,691922.309790879
113021,1245266.5960316886
113022,434134.3890864244
113023,2930705.5827408317
113024,364648.50602824
113025,715921.4065572283
113026,772166.7583985048
113027,226873.289926246
113028,212339.4047529595
113029,40410.62610397112
113030,705989.092450562
113031,163683.1536096242
113032,658113.6102927965
113033,1201203.5723582865
113034,701640.2777149228
113035,171671.85113216823
113036,193918.4106540652
113037,502691.0807210069
113038,121464.14083706508
113039,104727.67485067231
113040,611068.6703541349
113041,153577.93729687805
113042,946553.7924352846
113043,41296.81378956382
113044,516556.0628644223
113045,315911.45155533066
113046,760733.4655356434
113047,215287.25274964765
113048,41766.15161488094
113049,374742.23280391603
113050,584122.9001865279
113051,51850.629868141164
113052,210344.55824141548
113053,886632.0710579456
113054,887049.551635807
113055,985421.2382125
113056,585266.6806189071
113057,301878.1231649539
113058,17520.651644794016
113059,221441.31516458298
113060,620636.6149915468
113061,282468.56324157823
113062,12308.589548599624
113063,1128331.049734467
113064,1511326.971512505
113065,51397.06511973534
113066,242510.4962090783
113067,873499.0512111506
113068,19332.044759221997
113069,317025.848872472
113070,24928.107996847724
113071,72679.98977012902
113072,353811.42106167966
113073,430573.2912803183
113074,70826.44583265993
113075,534426.7968596556
113076,85611.41246723973
113077,350096.5582592632
113078,698037.3811339267
113079,957475.9261092859
113080,66677.89841559269
113081,655100.0626213647
113082,708307.4315670045
113083,26098.618704483622
113084,14048.342342505171
113085,378537.8658749338
113086,30262.245426712365
113087,1074205.1886363085
113088,902605.701225342
113089,970654.5575755519
113090,194889.52796012923
113091,826811.3284701544
113092,65510.16551978338
113093,2075155.8233243853
113094,20540.751791222152
113095,642004.8904871587
113096,1463992.3052518957
113097,596878.3127998194
113098,948719.8372942671
113099,201566.43467992148
113100,694227.6664485722
113101,823866.4122954345
113102,768390.6681339891
113103,682160.4017952827
113104,199139.2772125617
113105,43613.32203030709
113106,131685.48120786741
113107,628385.6284927997
113108,697693.2388555625
113109,70231.96076159856
113110,224271.1697280142
113111,69094.82044031282
113112,71240.46879936628
113113,374000.09854538436
113114,432616.5560416854
113115,235830.17960809747
113116,547127.776231972
113117,1180839.173485526
113118,411217.4616410934
113119,53913.34912240251
113120,668269.6504058071
113121,1321589.3292274952
113122,66127.03515373138
113123,85242.26348580963
113124,1231165.7964585791
113125,676742.4543498242
113126,38409.215697701664
113127,39263.52670142444
113128,358103.5183338701
113129,518561.05649111577
113130,949621.4599269909
113131,22057.04107663012
113132,498763.65786130796
113133,246416.9973736157
113134,901699.9300400688
113135,399080.9193091733
113136,831088.1099498016
113137,161400.88519485784
113138,670927.7086468373
113139,70881.90293527658
113140,475384.5887342636
113141,110359.30730343453
113142,583624.5545250755
113143,558790.646167318
113144,25204.939112638174
113145,113767.23134347475
113146,764468.4479061355
113147,302304.2195174221
113148,96214.01093902717
113149,287680.4702125368
113150,231152.02995389357
113151,95435.2412223434
113152,43256.2565403439
113153,259683.37537841315
113154,462971.98055860226
113155,764906.004373957
113156,554330.4362810735
113157,74308.11499044426
113158,39646.93193168003
113159,102843.67324418377
113160,497542.78630930523
113161,67526.40554678817
113162,131154.92273651433
113163,956616.83158064
113164,1296745.2194317954
113165,4908845.00222132
113166,509952.7233617466
113167,1818453.1826464704
113168,569254.6889296175
113169,51159.21537945966
113170,812404.4131420804
113171,518963.78453065385
113172,95743.35438625359
113173,208287.0010054823
113174,1851210.586753865
113175,98627.70352376769
113176,254908.00972329607
113177,583057.3134540151
113178,1765376.0931749137
113179,572134.5606698267
113180,429479.920812218
113181,1127957.5894511344
113182,775406.5001764597
113183,134063.16053766618
113184,877157.4608045457
113185,58901.60824625161
113186,498310.65165901784
113187,196364.17580709702
113188,319899.1463088673
113189,685944.7376463929
113190,454330.00643202226
113191,173900.40652936822
113192,45888.59187161698
113193,419116.481328255
113194,78451.17675288537
113195,183937.0412623063
113196,118387.09379360233
113197,33436.298971614844
113198,538235.466007254
113199,568931.5758789659
113200,23060.388279098082
113201,1084305.1797902642
113202,31416.801711141317
113203,39101.99885648018
113204,77867.34938968452
113205,298111.2909894988
113206,1666400.6257963562
113207,802309.48574395
113208,3160368.143879338
113209,599555.8179060541
113210,1245946.8015357112
113211,2426923.459288604
113212,314044.8545827643
113213,1266899.7649817772
113214,150527.63936132702
113215,841761.2995589263
113216,599681.2761811124
113217,238955.75755212718
113218,436950.6003103126
113219,48505.98074000163
113220,767239.0321839859
113221,222003.92282282648
113222,365294.624018228
113223,503939.82706618967
113224,642602.2270078578
113225,78634.18771597261
113226,377427.8430302951
113227,1502858.7599543068
113228,64610.491457393684
113229,48073.270348939295
113230,1124992.5216774645
113231,17551.509398832706
113232,184094.99794674898
113233,573715.3697848498
113234,148631.97840341248
113235,595269.0711162714
113236,581559.8293525381
113237,79166.4177064079
113238,758240.6193183514
113239,376970.03396701213
113240,82838.005801604
113241,611412.5777215178
113242,490645.6897273149
113243,25883.735489767067
113244,1522096.01664145
113245,50335.459975311074
113246,416253.6850925683
113247,4410395.414328865
113248,411750.81211097306
113249,370026.1939613649
113250,193858.06713107138
113251,1142962.522424859
113252,24575.46830637606
113253,265335.5577506701
113254,55145.69598184684
113255,918597.2632064515
113256,663122.5606150439
113257,932272.1043766078
113258,541745.9169605145
113259,175227.71843427638
